ort_id;name;kategorie;unterkategorie;adresse;plz;stadtteil;bezirk;website;anlagetyp;anlage_hinweise;Ermäßigung;konfession;quelle;quelle_datum;verifiziert;lat;lon;notizen
M005;Panoptikum;museum;;Spielbudenplatz 29-30;;;;;audioguide;;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/anlagenverzeichnis/;20. Mai 2026;nein;53.549101;9.962988;
M006;Planetarium;planetarium;;Hindenburgstraße 1b;;;;;induktion;Oder Empfänger und Halsringschleifen zum Ausleihen;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/anlagenverzeichnis/;20. Mai 2026;nein;53.59951;10.013782;
M007;Zentralbibliothek;bibliothek;;Hühnerposten 1;;;;;induktion;Im Veranstaltungssaal;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/anlagenverzeichnis/;20. Mai 2026;nein;53.549712;10.00832;
M008;Patriotische Gesellschaft von 1765;veranstaltungszentrum;;Trostbrücke 4-6;;;;;induktion;Im Veranstaltungssaal;;;;;nein;53.548131;9.992258;
M009;Hamburger Kunsthalle;museum;;Glockengießerwall 1;;;;;induktion;In den Vortragsräumen;;;;;nein;53.552931;10.00467;
M010;Deichtorhallen;museum;;Deichstraße 1-2;;;;;induktion;Hörschleifen zum Ausleihen;;;;;nein;53.546647;9.987929;
M011;Polizeimuseum;museum;;Carl-Cohnstraße 39;;;;;induktion;Audioguide und Hörschleifen zum Ausleihen;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.603102;10.006062;
B001;Hamburger Rathaus – Plenarsaal;behoerde;rathaus;Rathausmarkt 1;;;;;induktion;Läuft immer bei Bürgerschaftssitzungen und Veranstaltungen;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.550329;9.9925;
B002;Hamburger Rathaus – Großer Festsaal;behoerde;rathaus;Rathausmarkt 1;;;;;induktion;;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.550329;9.992566;
B003;Hamburger Rathaus – Bürgermeistersaal;behoerde;rathaus;Rathausmarkt 1;;;;;induktion;;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.550329;9.992566;
B004;Hamburger Rathaus – Kaisersaal;behoerde;rathaus;Rathausmarkt 1;;;;;induktion;Läuft bei Bedarf;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.550329;9.992566;
B005;Rathaus Wandsbek – Bürgersaal;behoerde;bezirksamt;Am Alten Posthaus 4;;Wandsbek;Wandsbek;;induktion;;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.571149;10.070548;
B006;Bezirksamt Hamburg-Nord – Sitzungssaal;behoerde;bezirksamt;Robert-Koch-Straße 17;;Hamburg-Nord;Hamburg-Nord;;induktion;;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.588877;9.984602;
E001;Universität Hamburg – FB Erziehungswissenschaft;bildung;universitaet;Von-Melle-Park 8;;;;;induktion;Hörsaal EG – Anlage funktioniert derzeit nicht;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.56734757770852;9.984442678371511;
E002;Universität Hamburg – Department Wirtschaft und Politik;bildung;universitaet;Von-Melle-Park 9;;;;;induktion;Hörsaal EG – Anlage ausgewiesen;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.566352593491594;9.983597176820982;
E003;Universität Hamburg – Auditorium Maximum;bildung;universitaet;Von-Melle-Park 4;;;;;induktion;Audimax 1 – Anlage funktioniert derzeit nicht;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.56654976455939;9.985541406103406;
E004;Universität Hamburg – Hauptgebäude Kuppelbau;bildung;universitaet;Edmund-Siemers-Allee 1;;;;;induktion;Hörsaal B ausgewiesen;;;;;nein;53.563192743325075;9.988538966538044;
E005;Universität Hamburg – Fakultät Rechtswissenschaft;bildung;universitaet;Schlüterstraße 28;;;;;induktion;Anlage funktioniert derzeit nicht;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.56735596363275;9.986941366631433;
E006;Elbschule Bildungszentrum Hören und Kommunikation;bildung;schule;Holmbrook 20;;;;;induktion;Aula und Seminarraum (ganzer Raum);;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.55293;9.899824;
E007;Bugenhagenschule;bildung;schule;Alsterdorfer Straße 506;;;;;induktion;Barakiel-Sporthalle im Tribünenbereich (alle drei Tribünen);;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.616707;10.028181;
E008;Katholische Akademie;bildung;akademie;Herrengraben 4;;;;;induktion;Auditorium (ganzer Zuhörerbereich);;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.548874;9.983478;
E009;Informatikum – Konrad-Zuse-Hörsaal;bildung;universitaet;Vogt-Kölln-Straße 30;;;;;induktion;Ganzer Raum;;;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.600135;9.934041;
KI001;Hauptkirche St. Petri;kirche;;Bei der Petrikirche 2;20095;Altstadt;Hamburg-Mitte;;induktion;Nur Mittelschiff;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.550343;9.99673;
KI002;Hauptkirche St. Jacobi;kirche;;Jacobikirchhof 22;20095;Altstadt;Hamburg-Mitte;;induktion;Linker Bankblock;;;;;nein;53.550357;10.000741;
KI003;St. Marien-Dom;kirche;;Am Mariendom 1;20099;St. Georg;Hamburg-Mitte;;induktion;;;rk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.557591;10.013584;
KI004;St.-Georgs-Kirche;kirche;;St. Georgs Kirchhof 19;20099;St. Georg;Hamburg-Mitte;;keine;In Reparatur;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.556925;10.007491;
KI005;Hauptkirche St. Katharinen;kirche;;Katharinenkirchhof 1;20457;HafenCity;Hamburg-Mitte;;induktion;Linker Bankblock – in Reparatur;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.545959;9.99445;
KI006;Hauptkirche St. Michaelis;kirche;;Englische Planke 1;20459;Neustadt;Hamburg-Mitte;;induktion;Rechte Seite Reihe 4–26;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.548874;9.978248;
KI007;Kleiner Michel;kirche;;Michaelisstraße 5;20459;Neustadt;Hamburg-Mitte;;induktion;Linke Seite Reihe 1–4;;rk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.549119;9.983044;
KI008;Neuapostolische Kirche Borgfelde;kirche;;Alfredstraße 60-62;20535;Borgfelde;Hamburg-Mitte;;funk;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.556547;10.033195;
KI009;Dreifaltigkeitskirche;kirche;;Horner Weg 2;20535;Hamm;Hamburg-Mitte;;keine;In Reparatur;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.555881;10.056805;
KI010;Wichernkirche;kirche;;Wichernsweg 16;20537;Hamm;Hamburg-Mitte;;induktion;Reihe 1–6;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.553037;10.063883;
KI011;Kreuzkirche Kirchdorf;kirche;;Kirchdorfer Straße 168;21109;Wilhelmsburg;Hamburg-Mitte;;keine;In Reparatur;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.487237;10.016047;
KI012;St. Raphaelkirche;kirche;;Wehrmannstraße 9;21109;Wilhelmsburg;Hamburg-Mitte;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.500698;10.010486;
KI013;Neuapostolische Kirche Finkenwerder;kirche;;Norderkirchenweg 57;21129;Finkenwerder;Hamburg-Mitte;;funk;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.530368;9.864416;
KI014;Martinskirche Horn;kirche;;Bei der Martinskirche 2;22111;Horn;Hamburg-Mitte;;funk;Kinnbügelkopfhörer vorhanden;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.55014;10.081873;
KI015;Steinbeker Kirche;kirche;;Steinbeker Berg 1-3;22115;Billstedt;Hamburg-Mitte;;induktion;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.530538;10.127873;
KI016;Philippuskirche;kirche;;Manshardtstraße 105b;22119;Horn;Hamburg-Mitte;;keine;In Reparatur;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.558914;10.104135;
KI017;Friedenskirche Altona;kirche;;Otzenstraße 19;22767;St. Pauli;Hamburg-Mitte;;keine;In Reparatur;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.55565;9.959368;
KI018;Zum guten Hirten;kirche;;Försterweg 12;22525;Bahrenfeld;Altona;;induktion;;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.580108;9.932003;
KI019;Evangelische Freikirche Torstraße;kirche;;Torstraße 3;22525;Bahrenfeld;Altona;;funk;Ganze Kirche;;;;;nein;53.576383;9.937042;
KI020;Kirche Zu den 12 Aposteln;kirche;;Elbgaustraße 140;22547;Lurup;Altona;;induktion;5 Reihen vorne;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.599675;9.886941;
KI021;Auferstehungskirche Lurup;kirche;;Flurstraße 3;22549;Lurup;Altona;;keine;In Reparatur;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.592151;9.870245;
KI022;Neuapostolische Kirche Lurup;kirche;;Rugenbarg 238-240;22549;Lurup;Altona;;funk;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.577866;9.848495;
KI023;Neuapostolische Kirche Blankenese;kirche;;Godeffroystraße 13;22587;Blankenese;Altona;;funk;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.561628;9.816334;
KI024;Blankeneser Kirche;kirche;;Mühlenberger Weg 66;22587;Blankenese;Altona;;funk;Alles bis auf die letzten vier Reihen;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.561831;9.812956;
KI025;Maria Grün;kirche;;Schenefelder Landstraße 3;22587;Blankenese;Altona;;induktion;Ganze Kirche;;rk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.561566;9.823592;
KI026;Martin-Luther-Kirche Iserbrook;kirche;;Schenefelder Landstraße 202;22589;Iserbrook;Altona;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.577327;9.824103;
KI027;St. Michaelskirche Sülldorf;kirche;;Sülldorfer Kirchenweg 187;22589;Sülldorf;Altona;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.578933;9.797828;
KI028;Neuapostolische Kirche Iserbrook;kirche;;Sülldorfer Landstraße 20;22589;Iserbrook;Altona;;funk;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.577328;9.819818;
KI029;Christuskirche Othmarschen;kirche;;Roosens Weg 28;22605;Othmarschen;Altona;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.553242;9.892345;
KI030;Groß Flottbeker Kirche;kirche;;Bei der Flottbeker Kirche 2;22607;Groß Flottbek;Altona;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.565888;9.87733;
KI031;Melanchthonkirche;kirche;;Ebertallee 30;22607;Groß Flottbek;Altona;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.565463;9.888167;
KI032;Nienstedtener Kirche;kirche;;Elbchaussee 410;22609;Nienstedten;Altona;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.55139;9.842708;
KI033;Paul-Gerhardt-Kirche Bahrenfeld;kirche;;Bei der Paul-Gerhardt-Kirche 2;22761;Bahrenfeld;Altona;;induktion;Linker Bankblock;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.561807;9.921997;
KI034;Lutherkirche Bahrenfeld;kirche;;Lutherhöhe 22;22761;Bahrenfeld;Altona;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.570822;9.905137;
KI035;St. Marien Altona;kirche;;Bei der Reitbahn 4;22763;Ottensen;Altona;;induktion;Ganze Kirche;;rk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.55124;9.92484;
KI036;Christianskirche;kirche;;Klopstockplatz;22765;Ottensen;Altona;;induktion;Vorn links 6 Reihen und Seite;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.547305;9.931944;
KI037;St. Johannis Kulturkirche Altona;kirche;;Bei der Johanniskirche 16;22767;Altona-Altstadt;Altona;;keine;In Reparatur;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.560013;9.954136;
KI038;St. Trinitatis Altona;kirche;;Kirchenstraße 40;22767;Altona-Altstadt;Altona;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.548614;9.950039;
KI039;Ev.-reform. Kirche Altona;kirche;;Palmaille 2;22767;Altona-Altstadt;Altona;;induktion;Linke Seite;;;;;nein;53.546575;9.945211;
KI040;St. Johannis-Harvestehude;kirche;;Heimhuder Straße 92;20148;Rotherbaum;Eimsbüttel;;funk;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.570928;9.993491;
KI041;Hauptkirche St. Nikolai;kirche;;Harvestehuder Weg 118;20149;Harvestehude;Eimsbüttel;;induktion;1.–10. Reihe;;;;;nein;53.581139;9.990324;
KI042;St. Elisabeth;kirche;;Oberstraße 67;20149;Harvestehude;Eimsbüttel;;induktion;Ganze Kirche;;rk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.577917;9.985331;
KI043;Neuapostolische Kirche Eimsbüttel;kirche;;Am Weiher 2;20255;Eimsbüttel;Eimsbüttel;;funk;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.577061;9.95976;
KI044;Kreuzkirche Eimsbüttel;kirche;;Tresckowstraße 7;20259;Eimsbüttel;Eimsbüttel;;induktion;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.57426;9.962608;
KI045;Verheißungskirche;kirche;;Sachsenweg 2;22455;Niendorf;Eimsbüttel;;induktion;3. + 4. Reihe rechts;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.635221;9.957876;
KI046;FeG Hamburg-Schnelsen Krankenhaus;kirche;;Hogenfelder Straße 28;22457;Schnelsen;Eimsbüttel;;induktion;Mittlerer Bereich;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.630512;9.904587;
KI047;FeG Hamburg-Schnelsen Albertinenhaus;kirche;;Sellhopsweg 18-22;22459;Schnelsen;Eimsbüttel;;induktion;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.627532;9.927979;
KI048;FeG Hamburg-Niendorf;kirche;;Bondenwald 58;22459;Niendorf;Eimsbüttel;;funk;Kopfhörer vorhanden;;;;;nein;53.618463;9.939758;
KI049;St. Ansgar;kirche;;Niendorfer Kirchenweg 18;22459;Niendorf;Eimsbüttel;;induktion;Rechte Seite;;rk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.620315;9.94954;
KI050;Kirche am Markt Niendorf;kirche;;Niendorfer Marktplatz 3a;22459;Niendorf;Eimsbüttel;;induktion;Rechte Seite;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.617511;9.953866;
KI051;Neuapostolische Kirche Eidelstedt;kirche;;Lohkampstraße 71;22523;Eidelstedt;Eimsbüttel;;funk;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.610626;9.896014;
KI052;Stellinger Kirche;kirche;;Molkenbuhrstraße 6;22525;Stellingen;Eimsbüttel;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.590154;9.925345;
KI053;Elisabethkirche Eidelstedt;kirche;;Eidelstedter Dorfstraße 27;22527;Eidelstedt;Eimsbüttel;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.607633;9.909607;
KI054;Christ-König-Kirche;kirche;;Bei der Lutherbuche 36;22529;Lokstedt;Eimsbüttel;;induktion;Letzte 6 Kirchenbänke beide Seiten;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.597531;9.959921;
KI055;FeG Hamburg-Lokstedt;kirche;;Emil-Andresen-Straße 34a;22529;Lokstedt;Eimsbüttel;;induktion;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.594825;9.953595;
KI056;Neuapostolische Kirche Eppendorf;kirche;;Abendrothsweg 20;20251;Eppendorf;Hamburg-Nord;;funk;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.585808;9.978511;
KI057;St. Markus-Kirche;kirche;;Heider Straße 1;20251;Hoheluft-Ost;Hamburg-Nord;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.582014;9.97345;
KI058;St. Martinus-Kirche;kirche;;Martinistraße 33;20251;Eppendorf;Hamburg-Nord;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.591692;9.982958;
KI059;St. Sophien;kirche;;Weidestraße 53;22083;Barmbek-Süd;Hamburg-Nord;;induktion;Rechte Seite;;rk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.579673;10.034703;
KI060;St. Gertrud;kirche;;Immenhof 10;22087;Uhlenhorst;Hamburg-Nord;;funk;Kinnbügelkopfhörer vorhanden;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.567177;10.026676;
KI061;Zionskirche der SELK;kirche;;Wandsbeker Stieg 29c;22087;Hohenfelde;Hamburg-Nord;;induktion;;;;;;nein;53.561803;10.02889;
KI062;Paul-Gerhardt-Kirche Winterhude;kirche;;Braamkamp 51;22297;Winterhude;Hamburg-Nord;;induktion;Ganze Kirche;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.600159;10.005204;
KI063;St. Antonius;kirche;;Alsterdorfer Straße 73-75;22299;Winterhude;Hamburg-Nord;;induktion;Ganze Kirche;;rk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.599229;9.996739;
KI064;St. Franziskus;kirche;;Kranichweg 20;22305;Barmbek-Nord;Hamburg-Nord;;induktion;Ganze Kirche;;rk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.584964;10.055715;
KI065;Neuapostolische Kirche Barmbek-Nord;kirche;;Schwalbenstraße 2;22305;Barmbek-Nord;Hamburg-Nord;;funk;Ganze Kirche;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.588873;10.047159;
KI066;Auferstehungskirche Barmbek;kirche;;Tieloh 22;22307;Barmbek-Nord;Hamburg-Nord;;induktion;Ganze Kirche;;;;;nein;53.591817;10.051897;
KI067;St. Lukas-Kirche Fuhlsbüttel;kirche;;Hummelsb. Kirchenweg 3;22335;Fuhlsbüttel;Hamburg-Nord;;induktion;Reihe 1–8 am besten;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.59192649480401;10.05185692;
KI068;St. Marien-Kirche Fuhlsbüttel;kirche;;Maienweg 270;22337;Fuhlsbüttel;Hamburg-Nord;;funk;2.+3. Reihe links;;ev;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.622161;10.026692;
KI069;Auferstehungskirche Fuhlsbüttel;kirche;;Rübenkamp 310;22337;Ohlsdorf;Hamburg-Nord;;induktion;Halber Raum linke Seite untere Kanzel;;fk;Bund der Schwerhörigen e.V. https://www.glvhh.de/unsere-angebote/technik-hilfsmittel/h%C3%B6ranlagenverzeichnis/;20. Mai 2026;nein;53.612719;10.032975;
